year,player_id,overall_rating,attacking_work_rate,defensive_work_rate,crossing,ball_control,dribbling
2014,154941,58.0,medium,medium,59.0,57.0,51.0
2013,154941,58.0,medium,medium,59.0,57.0,51.0
2012,154941,62.0,medium,medium,59.0,57.0,51.0
2015,47193,67.0,medium,medium,57.0,71.0,68.0
2014,47193,67.0,medium,medium,56.0,70.0,67.0
2013,47193,67.0,medium,medium,56.0,71.0,67.0
2012,47193,67.0,medium,medium,56.0,71.0,67.0
2015,432950,77.0,medium,low,62.0,85.0,87.0
2014,432950,75.0,high,low,68.0,80.0,82.0
2013,432950,74.0,high,medium,68.0,77.0,77.0
2015,46509,85.0,high,medium,90.0,86.0,87.0
2014,46509,86.0,high,high,91.0,86.0,88.0
2013,46509,86.0,high,high,89.0,85.0,86.0
2012,46509,86.0,high,medium,91.0,85.0,88.0
2014,33762,68.0,medium,medium,69.0,71.0,70.0
2013,33762,69.0,medium,medium,70.0,73.0,71.0
2012,33762,70.0,medium,medium,70.0,73.0,71.0
2015,38573,74.0,medium,low,75.0,78.0,77.0
2014,38573,75.0,medium,low,74.0,78.0,77.0
2013,38573,75.0,medium,medium,74.0,78.0,77.0
2012,38573,75.0,medium,medium,81.0,77.0,81.0
2015,33733,71.0,medium,medium,80.0,74.0,65.0
2014,33733,69.0,medium,medium,72.0,67.0,65.0
2013,33733,72.0,medium,medium,82.0,77.0,65.0
2012,33733,72.0,medium,medium,82.0,77.0,62.0
2015,105925,70.0,medium,medium,50.0,75.0,64.0
2014,105925,69.0,medium,medium,49.0,74.0,63.0
2013,105925,68.0,medium,medium,49.0,69.0,60.0
2012,105925,64.0,medium,medium,49.0,61.0,59.0
2015,89185,76.0,medium,medium,80.0,75.0,73.0
2014,89185,75.0,high,medium,79.0,74.0,72.0
2013,89185,76.0,high,medium,79.0,76.0,72.0
2012,89185,73.0,high,medium,79.0,74.0,69.0
2015,41292,72.0,high,medium,56.0,77.0,76.0
2014,41292,71.0,high,medium,55.0,76.0,75.0
2013,41292,68.0,high,medium,53.0,74.0,67.0
2012,41292,72.0,high,medium,45.0,79.0,73.0
2015,280485,74.0,low,medium,35.0,58.0,38.0
2014,280485,70.0,low,medium,33.0,55.0,36.0
2013,280485,69.0,low,medium,32.0,52.0,35.0
2012,280485,61.0,low,medium,32.0,49.0,35.0
2015,155246,71.0,medium,medium,12.0,20.0,11.0
2014,155246,70.0,medium,medium,25.0,25.0,25.0
2013,155246,71.0,medium,medium,25.0,20.0,25.0
2015,49543,79.0,medium,high,51.0,55.0,56.0
2014,49543,77.0,medium,high,50.0,58.0,48.0
2013,49543,79.0,medium,high,64.0,65.0,55.0
2012,49543,79.0,medium,high,63.0,64.0,56.0
2015,27702,71.0,medium,medium,73.0,73.0,67.0
2014,27702,71.0,medium,high,68.0,72.0,66.0
2013,27702,72.0,medium,high,69.0,73.0,67.0
2012,27702,74.0,medium,medium,73.0,75.0,69.0
2015,17836,67.0,high,medium,69.0,68.0,68.0
2014,17836,67.0,high,medium,69.0,68.0,68.0
2013,17836,68.0,high,medium,68.0,68.0,70.0
2012,17836,69.0,high,medium,74.0,73.0,75.0
2013,38810,66.0,medium,low,63.0,63.0,57.0
2012,38810,70.0,medium,low,65.0,64.0,57.0
2015,163901,70.0,medium,high,40.0,55.0,36.0
2014,163901,67.0,low,high,39.0,54.0,32.0
2013,163901,68.0,low,high,39.0,54.0,32.0
2015,442735,68.0,medium,medium,63.0,69.0,72.0
2014,442735,63.0,medium,medium,61.0,64.0,66.0
2015,38100,65.0,medium,high,42.0,51.0,32.0
2014,38100,66.0,medium,high,42.0,51.0,32.0
2013,38100,66.0,medium,high,42.0,51.0,32.0
2012,38100,66.0,medium,medium,42.0,51.0,32.0
2015,27155,74.0,medium,medium,70.0,76.0,79.0
2014,27155,72.0,medium,medium,66.0,76.0,79.0
2013,27155,74.0,medium,medium,72.0,77.0,81.0
2012,27155,72.0,medium,medium,70.0,74.0,77.0
2014,243509,70.0,medium,medium,76.0,72.0,67.0
2013,243509,71.0,medium,medium,55.0,72.0,67.0
2012,243509,65.0,medium,medium,55.0,70.0,68.0
2013,26692,67.0,medium,low,66.0,74.0,71.0
2012,26692,69.0,medium,low,67.0,76.0,75.0
2015,202343,69.0,medium,high,52.0,67.0,60.0
2013,202343,69.0,medium,high,52.0,67.0,60.0
2012,202343,65.0,low,high,52.0,63.0,52.0
2012,22139,68.0,high,low,50.0,68.0,62.0
2013,7334,57.0,medium,medium,14.0,11.0,10.0
2012,7334,61.0,medium,medium,14.0,11.0,10.0
2015,97359,67.0,medium,medium,46.0,53.0,31.0
2014,97359,68.0,medium,medium,46.0,53.0,31.0
2015,265725,69.0,medium,medium,56.0,72.0,72.0
2014,265725,66.0,medium,low,35.0,72.0,70.0
2013,265725,66.0,medium,low,35.0,72.0,70.0
2015,170660,66.0,medium,low,54.0,67.0,66.0
2014,170660,66.0,high,low,53.0,67.0,65.0
2013,170660,70.0,high,low,58.0,72.0,70.0
2012,170660,72.0,high,medium,38.0,72.0,70.0
2015,17312,64.0,medium,medium,48.0,44.0,40.0
2014,17312,65.0,medium,medium,47.0,43.0,39.0
2012,17312,67.0,medium,medium,58.0,57.0,47.0
2015,177683,67.0,high,low,63.0,66.0,67.0
2014,177683,64.0,high,low,61.0,64.0,66.0
2015,71619,68.0,medium,medium,59.0,72.0,65.0
2014,71619,69.0,medium,medium,58.0,74.0,64.0
2013,71619,69.0,medium,medium,58.0,74.0,64.0
2012,71619,74.0,medium,medium,58.0,82.0,69.0
2015,425457,60.0,medium,medium,39.0,59.0,62.0
2013,425457,59.0,medium,medium,39.0,59.0,62.0
2012,11327,68.0,medium,medium,68.0,70.0,74.0
2015,7621,60.0,medium,medium,10.0,23.0,8.0
2014,7621,60.0,medium,medium,25.0,22.0,25.0
2013,7621,59.0,medium,medium,25.0,22.0,25.0
2012,7621,59.0,medium,medium,25.0,22.0,25.0
2015,280862,62.0,medium,medium,63.0,63.0,61.0
2014,280862,61.0,medium,medium,60.0,63.0,62.0
2013,280862,62.0,medium,medium,60.0,64.0,66.0
2012,280862,63.0,medium,medium,63.0,67.0,69.0
2014,24509,68.0,medium,high,39.0,54.0,28.0
2013,24509,68.0,medium,high,39.0,54.0,28.0
2012,24509,68.0,medium,high,39.0,60.0,28.0
2015,202562,73.0,high,high,74.0,76.0,78.0
2014,202562,70.0,medium,medium,66.0,73.0,75.0
2013,202562,71.0,medium,medium,66.0,73.0,74.0
2012,202562,68.0,medium,medium,66.0,74.0,67.0
2015,37466,67.0,medium,low,68.0,68.0,67.0
2014,37466,69.0,medium,low,68.0,70.0,69.0
2013,37466,72.0,high,low,68.0,73.0,73.0
2012,37466,71.0,medium,medium,68.0,70.0,69.0
2015,215419,69.0,high,medium,72.0,70.0,73.0
2014,215419,69.0,high,medium,72.0,70.0,73.0
2013,215419,66.0,high,medium,72.0,70.0,73.0
2012,215419,66.0,high,medium,61.0,66.0,71.0
2015,118850,65.0,low,medium,58.0,55.0,48.0
2014,118850,67.0,low,medium,58.0,56.0,47.0
2013,118850,66.0,low,medium,58.0,56.0,47.0
2012,118850,66.0,low,medium,58.0,56.0,47.0
2015,167035,81.0,medium,medium,19.0,21.0,15.0
2014,167035,78.0,medium,medium,25.0,25.0,25.0
2013,167035,73.0,medium,medium,25.0,25.0,25.0
2012,167035,68.0,medium,medium,19.0,12.0,15.0
2012,188565,59.0,medium,medium,14.0,30.0,15.0
2014,25640,68.0,medium,medium,67.0,73.0,74.0
2013,25640,68.0,medium,medium,68.0,74.0,77.0
2012,25640,69.0,medium,medium,65.0,72.0,76.0
2015,413557,76.0,high,medium,41.0,80.0,81.0
2014,413557,69.0,high,medium,37.0,69.0,68.0
2013,413557,63.0,high,medium,37.0,64.0,62.0
2015,24162,65.0,medium,high,64.0,57.0,61.0
2014,24162,63.0,medium,medium,63.0,56.0,60.0
2013,24162,63.0,medium,medium,63.0,56.0,60.0
2012,24162,65.0,medium,medium,67.0,56.0,60.0
2014,187563,66.0,None,4,25.0,25.0,25.0
2013,187563,63.0,None,4,25.0,25.0,25.0
2015,71605,78.0,medium,medium,62.0,75.0,71.0
2014,71605,77.0,medium,medium,68.0,74.0,72.0
2013,71605,76.0,high,medium,68.0,74.0,69.0
2012,71605,72.0,medium,medium,68.0,74.0,68.0
2015,148331,65.0,medium,medium,20.0,34.0,16.0
2013,148331,62.0,medium,medium,25.0,33.0,25.0
2012,148331,61.0,medium,medium,19.0,22.0,15.0
2015,40659,77.0,high,medium,79.0,78.0,78.0
2014,40659,75.0,medium,medium,78.0,66.0,75.0
2013,40659,76.0,high,low,86.0,73.0,75.0
2012,40659,79.0,medium,medium,86.0,75.0,80.0
2015,47194,72.0,medium,low,76.0,75.0,75.0
2014,47194,72.0,medium,low,75.0,74.0,74.0
2013,47194,73.0,medium,low,75.0,74.0,76.0
2012,47194,72.0,medium,medium,74.0,72.0,76.0
2013,37021,63.0,medium,medium,44.0,55.0,45.0
2012,37021,63.0,medium,medium,44.0,55.0,45.0
2014,32579,74.0,medium,medium,79.0,71.0,60.0
2013,32579,76.0,medium,medium,78.0,74.0,64.0
2012,32579,78.0,medium,medium,79.0,77.0,62.0
2015,564859,64.0,high,medium,59.0,70.0,71.0
2014,564859,65.0,medium,medium,54.0,68.0,69.0
2013,114742,62.0,medium,high,59.0,66.0,53.0
2012,114742,63.0,medium,medium,59.0,66.0,53.0
2014,30710,61.0,low,medium,62.0,58.0,58.0
2013,30710,63.0,low,medium,62.0,58.0,58.0
2015,38614,70.0,medium,medium,64.0,72.0,73.0
2014,38614,71.0,medium,medium,63.0,71.0,72.0
2013,38614,73.0,medium,medium,63.0,72.0,72.0
2012,38614,74.0,medium,medium,64.0,72.0,74.0
2015,95176,58.0,medium,medium,54.0,53.0,59.0
2014,95176,58.0,medium,medium,56.0,52.0,59.0
2013,95176,60.0,medium,medium,61.0,56.0,58.0
2012,95176,60.0,medium,medium,61.0,59.0,57.0
2015,196366,76.0,high,medium,50.0,74.0,71.0
2014,196366,73.0,high,medium,47.0,69.0,68.0
2013,196366,73.0,high,medium,47.0,73.0,69.0
2012,196366,72.0,medium,low,47.0,73.0,69.0
2015,94284,66.0,medium,medium,63.0,65.0,56.0
2014,94284,63.0,medium,medium,60.0,62.0,54.0
2013,94284,64.0,medium,medium,60.0,62.0,54.0
2012,94284,64.0,medium,medium,60.0,62.0,54.0
2015,38368,72.0,high,medium,72.0,76.0,78.0
2014,38368,72.0,high,medium,71.0,74.0,76.0
2013,38368,69.0,high,medium,69.0,73.0,76.0
2012,38368,69.0,medium,low,69.0,74.0,76.0
2015,562698,62.0,medium,medium,21.0,40.0,27.0
2014,562698,59.0,medium,medium,20.0,39.0,26.0
2015,188506,69.0,medium,low,31.0,70.0,71.0
2014,188506,68.0,medium,low,30.0,69.0,68.0
2013,188506,66.0,medium,medium,30.0,67.0,65.0
2012,188506,62.0,medium,medium,30.0,63.0,65.0
2015,46892,74.0,low,medium,32.0,65.0,24.0
2014,46892,72.0,low,medium,31.0,62.0,23.0
2013,46892,73.0,low,medium,31.0,62.0,23.0
2012,46892,70.0,low,medium,29.0,57.0,18.0
2014,42582,65.0,medium,medium,68.0,71.0,70.0
2013,42582,70.0,medium,medium,69.0,71.0,71.0
2012,42582,71.0,medium,medium,62.0,76.0,78.0
2015,656668,54.0,medium,medium,46.0,56.0,53.0
2015,424918,72.0,medium,medium,59.0,64.0,56.0
2014,424918,68.0,high,medium,58.0,61.0,55.0
2013,424918,61.0,medium,medium,41.0,48.0,32.0
2015,46653,74.0,high,medium,70.0,79.0,67.0
2014,46653,71.0,high,medium,69.0,76.0,66.0
2013,46653,70.0,medium,medium,69.0,75.0,66.0
2012,46653,72.0,medium,medium,72.0,76.0,71.0
2015,184138,84.0,high,medium,82.0,84.0,86.0
2014,184138,82.0,high,medium,82.0,80.0,86.0
2013,184138,80.0,medium,medium,82.0,82.0,86.0
2012,184138,77.0,medium,medium,72.0,81.0,85.0
2015,8893,64.0,medium,medium,36.0,73.0,50.0
2012,26470,68.0,medium,medium,47.0,64.0,55.0
2015,11736,73.0,medium,medium,47.0,66.0,61.0
2014,11736,74.0,medium,medium,46.0,65.0,52.0
2013,11736,74.0,medium,medium,46.0,64.0,52.0
2012,11736,73.0,medium,medium,46.0,62.0,52.0
2015,24740,71.0,low,medium,43.0,46.0,51.0
2014,24740,70.0,low,medium,42.0,45.0,51.0
2012,24740,70.0,low,medium,42.0,45.0,51.0
2015,441302,64.0,medium,medium,11.0,19.0,20.0
2014,441302,63.0,medium,medium,25.0,25.0,25.0
2013,441302,63.0,medium,medium,25.0,25.0,25.0
2015,16678,69.0,medium,medium,70.0,73.0,71.0
2014,16678,69.0,medium,medium,69.0,72.0,70.0
2013,16678,69.0,medium,medium,69.0,72.0,70.0
2012,16678,72.0,medium,medium,72.0,79.0,84.0
2015,115253,63.0,medium,medium,61.0,63.0,66.0
2014,115253,61.0,medium,medium,60.0,64.0,63.0
2013,115253,57.0,medium,medium,57.0,60.0,58.0
2014,13349,58.0,low,medium,45.0,54.0,50.0
2013,13349,60.0,high,medium,45.0,54.0,61.0
2012,13349,60.0,high,medium,45.0,54.0,61.0
2015,186948,62.0,high,low,57.0,67.0,68.0
2014,186948,57.0,high,low,52.0,62.0,61.0
2013,186948,57.0,high,medium,53.0,63.0,62.0
2015,40648,77.0,medium,medium,12.0,15.0,12.0
2014,40648,71.0,medium,medium,25.0,24.0,25.0
2013,40648,69.0,medium,medium,25.0,24.0,25.0
2012,40648,73.0,medium,medium,25.0,24.0,25.0
2015,150731,76.0,medium,medium,39.0,54.0,38.0
2014,150731,76.0,medium,medium,37.0,54.0,34.0
2013,150731,75.0,medium,medium,37.0,52.0,34.0
2012,150731,70.0,medium,medium,37.0,52.0,34.0
2014,102612,72.0,medium,medium,60.0,72.0,64.0
2013,102612,74.0,medium,medium,65.0,73.0,67.0
2012,102612,74.0,medium,medium,65.0,75.0,69.0
2015,41769,71.0,high,high,64.0,58.0,53.0
2014,41769,70.0,high,high,64.0,58.0,52.0
2013,41769,69.0,medium,high,66.0,58.0,55.0
2012,41769,64.0,high,high,64.0,55.0,53.0
2015,39738,66.0,medium,medium,68.0,67.0,60.0
2014,39738,67.0,medium,medium,67.0,66.0,59.0
2013,39738,69.0,medium,medium,70.0,68.0,62.0
2012,39738,68.0,high,medium,70.0,64.0,62.0
2015,35324,76.0,high,medium,74.0,72.0,61.0
2014,35324,76.0,high,medium,74.0,69.0,60.0
2013,35324,71.0,high,medium,70.0,68.0,60.0
2012,35324,73.0,high,medium,77.0,71.0,63.0
2014,39485,67.0,low,medium,61.0,54.0,48.0
2013,39485,67.0,low,medium,61.0,58.0,48.0
2012,39485,62.0,medium,medium,61.0,56.0,48.0
2012,24464,63.0,medium,medium,67.0,63.0,58.0
2015,11685,83.0,high,medium,90.0,87.0,86.0
2014,11685,83.0,high,medium,90.0,85.0,85.0
2013,11685,83.0,high,medium,86.0,86.0,86.0
2012,11685,77.0,medium,medium,70.0,85.0,83.0
2015,32748,80.0,medium,low,87.0,90.0,86.0
2014,32748,81.0,medium,low,87.0,90.0,86.0
2013,32748,80.0,medium,low,85.0,91.0,87.0
2012,32748,85.0,medium,low,86.0,94.0,90.0
2015,358142,67.0,medium,medium,54.0,73.0,61.0
2014,358142,64.0,medium,medium,53.0,71.0,57.0
2013,358142,59.0,medium,medium,40.0,67.0,53.0
2013,34413,69.0,medium,medium,72.0,74.0,72.0
2012,34413,70.0,medium,medium,74.0,74.0,73.0
2013,66982,66.0,high,medium,55.0,66.0,67.0
2012,66982,65.0,high,medium,56.0,66.0,67.0
2015,299374,73.0,high,medium,72.0,76.0,76.0
2014,299374,67.0,high,medium,59.0,71.0,71.0
2013,299374,55.0,medium,medium,52.0,58.0,61.0
2015,27734,79.0,medium,low,81.0,90.0,82.0
2014,27734,79.0,medium,low,82.0,89.0,81.0
2013,27734,84.0,medium,low,80.0,91.0,85.0
2012,27734,85.0,high,low,83.0,92.0,86.0
2014,33644,68.0,medium,medium,25.0,27.0,25.0
2012,33644,68.0,medium,medium,25.0,27.0,25.0
2015,212772,65.0,medium,medium,13.0,23.0,19.0
2014,212772,64.0,medium,medium,25.0,22.0,25.0
2013,212772,65.0,medium,medium,25.0,23.0,25.0
2012,212772,65.0,medium,medium,13.0,23.0,19.0
2014,164430,63.0,medium,medium,25.0,25.0,25.0
2013,164430,63.0,medium,medium,25.0,25.0,25.0
2012,164430,60.0,medium,medium,12.0,12.0,10.0
2015,41542,72.0,high,low,65.0,76.0,72.0
2014,41542,73.0,medium,low,64.0,75.0,71.0
2013,41542,74.0,medium,low,58.0,73.0,71.0
2012,41542,76.0,medium,medium,58.0,72.0,73.0
2014,39389,64.0,medium,medium,61.0,62.0,65.0
2013,39389,65.0,medium,medium,62.0,62.0,68.0
2012,39389,66.0,high,medium,62.0,62.0,68.0
2013,37433,64.0,high,medium,59.0,71.0,71.0
2015,33832,69.0,medium,medium,58.0,72.0,61.0
2014,33832,69.0,medium,medium,58.0,73.0,61.0
2013,33832,69.0,medium,medium,58.0,73.0,61.0
2012,33832,64.0,medium,medium,58.0,72.0,56.0
2013,32656,67.0,medium,medium,75.0,66.0,60.0
2012,32656,73.0,medium,medium,78.0,69.0,59.0
2015,202553,73.0,high,medium,70.0,75.0,68.0
2014,202553,71.0,high,medium,69.0,73.0,68.0
2013,202553,71.0,high,medium,69.0,73.0,68.0
2012,202553,73.0,medium,high,64.0,65.0,61.0
2015,517294,63.0,medium,medium,72.0,59.0,55.0
2014,517294,63.0,medium,medium,72.0,60.0,55.0
2015,182839,68.0,high,medium,65.0,64.0,61.0
2014,182839,65.0,high,medium,62.0,63.0,60.0
2013,182839,63.0,high,medium,60.0,56.0,54.0
2012,182839,62.0,high,medium,60.0,56.0,54.0
2015,298941,68.0,medium,medium,58.0,61.0,46.0
2015,35644,77.0,medium,medium,10.0,21.0,15.0
2014,35644,77.0,medium,medium,25.0,27.0,25.0
2013,35644,77.0,medium,medium,25.0,28.0,25.0
2012,35644,77.0,medium,medium,8.0,23.0,15.0
2015,39367,74.0,high,high,70.0,75.0,73.0
2014,39367,75.0,high,high,71.0,74.0,72.0
2013,39367,75.0,high,high,72.0,75.0,73.0
2012,39367,82.0,high,high,78.0,82.0,80.0
2015,354519,61.0,medium,medium,25.0,29.0,25.0
2014,354519,60.0,medium,medium,25.0,29.0,25.0
2013,354519,63.0,medium,medium,25.0,27.0,25.0
2012,354519,58.0,medium,medium,6.0,23.0,11.0
2015,27560,69.0,medium,medium,11.0,21.0,11.0
2014,27560,67.0,medium,medium,25.0,26.0,25.0
2013,27560,68.0,medium,medium,25.0,27.0,25.0
2012,27560,69.0,medium,medium,11.0,27.0,11.0
2015,276738,76.0,medium,medium,60.0,71.0,59.0
2014,276738,74.0,medium,medium,59.0,69.0,60.0
2013,276738,71.0,medium,medium,60.0,67.0,60.0
2012,276738,61.0,medium,medium,37.0,57.0,40.0
2015,79737,76.0,high,medium,77.0,68.0,65.0
2014,79737,72.0,high,medium,70.0,63.0,60.0
2013,79737,75.0,high,medium,78.0,70.0,65.0
2012,79737,72.0,high,medium,69.0,68.0,59.0
2015,474448,72.0,medium,medium,67.0,81.0,76.0
2014,474448,64.0,high,medium,41.0,65.0,60.0
2013,474448,65.0,high,medium,42.0,66.0,61.0
2014,255251,54.0,medium,medium,25.0,25.0,25.0
2013,255251,51.0,medium,medium,25.0,25.0,25.0
2015,37793,66.0,medium,medium,54.0,64.0,53.0
2014,37793,66.0,medium,medium,53.0,63.0,52.0
2013,37793,65.0,medium,medium,53.0,63.0,52.0
2012,37793,67.0,medium,medium,53.0,63.0,52.0
2015,35327,79.0,medium,high,84.0,79.0,82.0
2014,35327,80.0,medium,high,83.0,78.0,81.0
2013,35327,83.0,medium,medium,84.0,81.0,83.0
2012,35327,83.0,medium,medium,87.0,81.0,83.0
2015,361760,69.0,medium,medium,65.0,73.0,76.0
2014,361760,60.0,medium,medium,59.0,63.0,64.0
2015,74291,68.0,high,medium,68.0,72.0,68.0
2014,74291,68.0,high,medium,67.0,69.0,67.0
2013,74291,65.0,medium,medium,65.0,70.0,67.0
2012,74291,65.0,medium,medium,60.0,72.0,69.0
2015,496045,69.0,medium,low,43.0,71.0,68.0
2014,496045,61.0,medium,low,42.0,63.0,55.0
2013,496045,59.0,medium,medium,40.0,57.0,55.0
2015,132111,58.0,medium,medium,50.0,48.0,60.0
2012,93346,63.0,medium,medium,58.0,60.0,58.0
2015,45244,76.0,high,medium,81.0,76.0,73.0
2014,45244,76.0,high,medium,81.0,76.0,70.0
2013,45244,76.0,high,medium,81.0,76.0,70.0
2012,45244,68.0,medium,medium,71.0,71.0,66.0
2015,562267,76.0,medium,low,80.0,77.0,82.0
2014,562267,74.0,medium,low,76.0,78.0,84.0
2015,186975,70.0,high,low,36.0,68.0,60.0
2014,186975,68.0,high,low,36.0,68.0,60.0
2013,186975,69.0,high,low,36.0,67.0,58.0
2012,186975,70.0,high,low,36.0,67.0,60.0
2015,70255,70.0,medium,high,48.0,50.0,53.0
2014,70255,71.0,medium,high,47.0,49.0,52.0
2013,70255,74.0,medium,high,48.0,55.0,60.0
2012,70255,75.0,medium,medium,48.0,66.0,60.0
2015,209362,75.0,high,low,76.0,77.0,77.0
2014,209362,77.0,high,low,78.0,80.0,79.0
2013,209362,76.0,medium,medium,78.0,80.0,79.0
2012,209362,67.0,medium,medium,63.0,77.0,80.0
2015,520659,68.0,high,medium,60.0,74.0,77.0
2014,520659,58.0,medium,medium,54.0,61.0,66.0
2015,182776,70.0,high,medium,74.0,68.0,66.0
2014,182776,69.0,medium,high,73.0,67.0,65.0
2013,182776,69.0,high,medium,70.0,64.0,58.0
2012,182776,69.0,high,medium,74.0,67.0,59.0
2015,37188,67.0,medium,medium,70.0,63.0,60.0
2014,37188,67.0,medium,medium,70.0,63.0,60.0
2013,37188,67.0,medium,medium,70.0,66.0,63.0
2012,37188,65.0,medium,medium,60.0,66.0,63.0
2015,39792,83.0,high,high,83.0,90.0,87.0
2014,39792,84.0,high,high,82.0,88.0,86.0
2013,39792,84.0,high,high,83.0,88.0,89.0
2012,39792,84.0,high,high,75.0,88.0,89.0
2012,30880,63.0,low,high,48.0,53.0,48.0
2015,40451,78.0,medium,medium,13.0,21.0,16.0
2014,40451,77.0,medium,medium,25.0,30.0,25.0
2013,40451,77.0,medium,medium,25.0,30.0,25.0
2012,40451,78.0,medium,medium,12.0,30.0,15.0
2015,112656,68.0,medium,high,59.0,66.0,64.0
2014,112656,69.0,medium,high,58.0,68.0,68.0
2013,112656,69.0,medium,medium,58.0,68.0,68.0
2012,112656,69.0,medium,medium,55.0,68.0,69.0
2014,38362,75.0,high,medium,75.0,80.0,73.0
2013,38362,76.0,high,medium,75.0,80.0,73.0
2012,38362,75.0,medium,medium,77.0,82.0,76.0
2015,149584,70.0,high,high,48.0,68.0,65.0
2014,149584,66.0,high,high,47.0,62.0,64.0
2013,149584,68.0,high,high,48.0,66.0,66.0
2012,149584,68.0,high,high,48.0,73.0,66.0
2014,38263,70.0,medium,low,56.0,66.0,63.0
2013,38263,72.0,high,low,59.0,69.0,65.0
2012,38263,75.0,high,low,59.0,75.0,73.0
2015,604374,59.0,None,5,34.0,52.0,61.0
2014,604374,57.0,None,5,33.0,51.0,60.0
2015,421441,60.0,high,low,67.0,65.0,64.0
2014,421441,55.0,high,low,59.0,64.0,59.0
2013,421441,59.0,medium,low,56.0,63.0,63.0
2015,33028,82.0,medium,medium,55.0,78.0,73.0
2014,33028,80.0,medium,high,54.0,77.0,69.0
2013,33028,79.0,medium,high,52.0,75.0,67.0
2012,33028,77.0,medium,high,52.0,74.0,72.0
2015,607148,70.0,None,0,68.0,68.0,45.0
2014,607148,52.0,None,0,24.0,42.0,21.0
2014,75331,71.0,medium,medium,50.0,68.0,52.0
2013,75331,69.0,medium,medium,50.0,57.0,46.0
2012,75331,69.0,medium,medium,50.0,57.0,46.0
2013,37496,69.0,high,low,55.0,65.0,66.0
2015,45485,67.0,medium,medium,50.0,55.0,31.0
2014,45485,67.0,medium,medium,50.0,55.0,31.0
2013,45485,67.0,medium,medium,50.0,55.0,31.0
2012,45485,64.0,medium,medium,50.0,55.0,31.0
2014,110112,63.0,medium,medium,25.0,25.0,25.0
2013,110112,60.0,medium,medium,25.0,25.0,25.0
2012,110112,60.0,medium,medium,10.0,13.0,17.0
2015,30834,90.0,high,low,80.0,90.0,93.0
2014,30834,90.0,high,low,80.0,92.0,93.0
2013,30834,88.0,high,low,80.0,89.0,93.0
2012,30834,88.0,high,low,84.0,90.0,93.0
2015,39070,68.0,medium,high,60.0,63.0,61.0
2014,39070,69.0,medium,high,59.0,62.0,60.0
2013,39070,69.0,medium,high,59.0,62.0,60.0
2012,39070,70.0,medium,high,59.0,70.0,56.0
2015,13472,65.0,medium,medium,16.0,13.0,13.0
2014,13472,64.0,medium,medium,25.0,25.0,25.0
2015,277460,77.0,medium,medium,58.0,71.0,71.0
2014,277460,73.0,medium,medium,57.0,69.0,69.0
2013,277460,68.0,medium,high,60.0,66.0,52.0
2012,277460,63.0,medium,high,40.0,66.0,54.0
2015,196185,65.0,medium,medium,50.0,64.0,65.0
2014,196185,66.0,high,high,49.0,65.0,64.0
2013,196185,70.0,high,high,49.0,70.0,71.0
2012,196185,70.0,high,high,49.0,70.0,71.0
2015,197560,61.0,medium,medium,44.0,62.0,62.0
2014,197560,61.0,medium,medium,44.0,62.0,62.0
2013,197560,61.0,medium,medium,44.0,62.0,62.0
2012,197560,63.0,medium,medium,45.0,64.0,61.0
2015,263796,65.0,medium,medium,50.0,55.0,42.0
2014,263796,66.0,medium,medium,54.0,57.0,47.0
2013,263796,66.0,medium,medium,54.0,62.0,56.0
2012,263796,62.0,medium,medium,54.0,66.0,56.0
2015,63520,72.0,medium,medium,76.0,73.0,72.0
2014,63520,71.0,high,medium,76.0,73.0,74.0
2013,63520,69.0,high,low,76.0,77.0,74.0
2012,63520,70.0,high,low,76.0,77.0,74.0
2015,301023,72.0,medium,medium,35.0,60.0,53.0
2014,301023,66.0,medium,medium,34.0,59.0,44.0
2013,301023,65.0,medium,medium,40.0,55.0,45.0
2015,254704,62.0,medium,medium,34.0,56.0,57.0
2014,254704,59.0,medium,medium,33.0,55.0,56.0
2015,174855,63.0,medium,medium,60.0,66.0,64.0
2013,174855,63.0,medium,medium,60.0,66.0,64.0
2012,174855,62.0,medium,medium,60.0,63.0,64.0
2015,448851,52.0,medium,medium,23.0,30.0,24.0
2014,448851,52.0,medium,medium,23.0,30.0,24.0
2013,448851,52.0,medium,medium,23.0,30.0,24.0
2015,107502,70.0,medium,medium,66.0,77.0,69.0
2014,107502,63.0,medium,medium,65.0,67.0,65.0
2013,107502,68.0,medium,medium,66.0,70.0,66.0
2012,107502,75.0,medium,medium,72.0,82.0,72.0
2015,314966,63.0,medium,medium,62.0,63.0,65.0
2014,314966,64.0,medium,medium,61.0,67.0,66.0
2014,27110,60.0,low,high,52.0,60.0,39.0
2013,27110,63.0,low,high,54.0,61.0,39.0
2012,27110,69.0,low,high,54.0,63.0,53.0
2014,38625,64.0,medium,medium,56.0,65.0,54.0
2013,38625,64.0,medium,medium,56.0,65.0,54.0
2012,38625,64.0,medium,medium,56.0,65.0,54.0
2012,239351,61.0,medium,medium,52.0,57.0,45.0
2013,46540,67.0,medium,medium,71.0,67.0,49.0
2012,46540,68.0,medium,medium,71.0,67.0,49.0
2013,46246,65.0,medium,medium,44.0,54.0,34.0
2012,46246,65.0,medium,medium,44.0,54.0,34.0
2015,179411,58.0,medium,medium,60.0,63.0,51.0
2015,37104,65.0,medium,medium,52.0,66.0,66.0
2014,37104,63.0,medium,medium,52.0,66.0,66.0
